Sat Jul 30 22:16:00 2022    output.dat

         4156758 function calls (3123299 primitive calls) in 14.951 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:2734(seekable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1625(_register)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2327(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2364(Token)
       14    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\header.py:179(Header)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\header.py:413(_ValueFormatter)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:170(_fix_pcbuild)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:183(passes)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3715(ParseElementEnhance)
       13    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1606(DefaultProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:942(bucket)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:73(joinuser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3384(_ErrorStop)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:2439(islice_extended)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:228(_releaseLock)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2176(SupportsInt)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:87(Requirement)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:823(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:173(get_supported_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\parser.py:79(BytesParser)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:756(_Tellable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:2689(SequenceView)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:140(_safe_realpath)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:227(_get_preferred_schemes)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:666(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3064(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4141(Forward)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:286(ContextualVersionConflict)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:340(register_loader_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1879(FileMetadata)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:64(install)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:656(ForwardRef)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2247(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:422(TraversableResources)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:64(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4383(postParse)
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:904(subscribe)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1458(_caller)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4160(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:521(IResourceProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1656(ZipManifests)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1909(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:843(ParamSpecKwargs)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1332(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1612(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_musllinux.py:71(_MuslVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\ntpath.py:289(expanduser)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_parseaddr.py:508(AddressList)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:54(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1237(_UnionGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1299(Generic)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:32(Finder)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1658(Annotated)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2186(SupportsFloat)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:3243(time_limited)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py:130(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:693(_asStringList)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3914(__str__)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:225(InitVar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:1648(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:3997(countable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1140(FileHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1225(_StderrHandler)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:407(SeparatedValues)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:720(_TypeVarLike)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_adapters.py:19(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\pprint.py:80(_safe_key)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:326(UnknownExtra)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:229(Splitter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2226(SupportsAbs)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2651(io)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:101(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:177(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:754(TypeVar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1186(_CallableType)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2206(SupportsBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:419(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:178(is_python_build)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3151(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:200(__init__)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1636(EmptyProvider)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1963(register_finder)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:81(HeaderDefect)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1341(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2236(SupportsRound)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2336(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.002    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4904(makeHTMLTags)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:2218(FastLookup)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\parser.py:126(BytesHeaderParser)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1221(_TupleType)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2196(SupportsComplex)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2216(SupportsIndex)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2666(re)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3818(NotAny)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2107(NoDists)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2187(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\util.py:222(_LazyModule)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:819(ParamSpecArgs)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2279(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:350(_Immutable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1514(Protocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:128(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:184(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2984(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:75(RegistryError)
